institution;matched_instId
arizona state university (asu) w.p. carey;38
fordham school of service;154
university of southern california ( usc );23
university of michigan - ann arbor - snre;17
u texas at austin;19
university of miami ohio;217
georgetown mspp;119
university of illinois champaign;25
university of  arizona;142
university of pittsburgh hps;66
carnegie mellon university, cmu;1
state university of new york (suny)-buffalo;183
university of maryland-college park (umd);27
university of maryland, collegepark;27
university of minnesota, carlson school of management;62
city university of new york (cuny), the graduate center;137
university pittsburgh;66
washington sl;11
lse (london school of economics);238
university of georgia - uga;172
vanderbilt(peabody);96
illinois institute of technology, chicago ( iit);42
city college,cuny;137
the university of michigan - ann arbor;17
yale sph;5
unviersity of utah;133
univeresity of wisconsin madison;55
adelphi u;227
purdue university (krannert school of business);36
cuny-city college;137
carnegie mellon university ( cmu );1
purdue university, krannert school of management;36
binghamton suny;292
u conn;148
university of southern california  - price school;23
university of wisconsinâ€”â€‹madison;55
university of illinois urbana-champaign ( uiuc );25
university of guelpg;362
rochester institute of technology rit;378
university of coloradoâ€, boulder;83
university of toronto rotman school of business;64
the pennsylvania state university(psu-park);76
university of massachusetts- boston;290
university of california - berkely (ucb);47
university of pennsylvanian;21
rensselear  polytechnic institute (rpi);210
university of arizona (eller);142
washington university in st. louis (olin business school);129
carneigie mellon university;1
northwesternu;44
university of maryland-park college;27
texas a&m(tamu);228
boston college, carroll;104
university of pittsburgh (graduate studies of the dietrich school of arts and sciences);66
university of minnesota - duluth;62
university of colorado boulder - leeds school of business;83
u of hawaii @ manoa;59
univeristy of denver;190
wake  forest;293
stanford university, graduate school of business (gsb);3
u colorado boulder leeds;83
wash. u. st. louis;129
emory university, laney graduate school;78
wash u st. louis;129
univeristy of california berkeley;47
university of chicago, illinois;42
columbia university mailman school of public heath;31
duke university, nicholas school of the environment;74
bostonunivesity;72
university of washngton;11
uw-madison la follette school of public affairs;55
usc annenberg (university of southern california);23
columbia university mailman school;31
university of texas austin school of architecture;19
university of colorado boulder (cu boulder);83
mailman school of public health, columbia university;31
rensselear polytechnic institute (rpi);210
cornell  institute of archaeology and material studies;7
indiana universityâ€”bloomington;219
university of california, berkeley(ucb);47
cu boulder leeds;83
university  of houston;198
cornell (tech);7
vanderbilt unviersity;96
universty of maryland;27
brown univerisity;61
university of colorado anschutz;191
texas a&m university, college station, tx;228
univserity of southern california annenberg;23
the grad center at cuny;137
miami university (oxford);217
university of utah, salt lake;133
university ofmichigan;17
university of washinton, seattle;11
university of chicago at illinois;42
yale u;5
unversity of notre dame;132
chicago univ;70
ucsc ( uc santa cruz);52
cuny, the graduate center;137
nyu school of medicine - sackler institute;138
university of maryland are;27
washington university in st, louis;129
vanderbilt (peabody college of education);96
urbana campaign;25
university of washington, uw;11
nyu  steinhardt;138
columbia mailman sph;31
university of minnesota humphrey;62
university of virginia (u.va);57
chicago divinity school;70
portland state university (1100101818);89
usc marshall business;23
fuqua;74
ucla luskin school of public policy;29
usc sol price school of public policy;23
smith school of business university of maryland;27
pennsylvania  state university;76
univesity of washington;11
chicago university divinity school;70
university of virginia - uva;57
ohio state university (fisher);92
university of pittsburgh (katz);66
rutgers university school of public health, nj;111
indiana university richard m. fairbanks school of public health;219
u of florida warrington;140
university of colorado -- boulder;83
carnegie mellon u.;1
michigan state univ;117
nyu(courant);138
tulane university school public health and tropical medicine;188
asu school of public affairs;38
georgia college and state university;175
columbia university- mailman school of public health;31
florida state university, college of motion picture arts;145
university of minnesota - tc;62
baruch college (cuny);137
rutgers university, ernest mario school of pharmacy;111
univeristy of illinois at urbana-champaign;25
long island university- post;260
university of south florida, tampa;144
university of michigan, snre;17
risd (rhode island;350
boston univeresity;72
george washington university, gwu;97
georgewashington university;97
osgoode hall law at york u toronto;329
george washington university trachtenberg (tspppa);97
mit/whoi jt. program;13
